Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,bm_pendidikan,bm_kesehatan,bm_perumahan,bm_lingkungan,bm_ekonomi,bm_infrastruktur,bm_pariwisata,bm_perlindungan_sosial,KEMISKINAN,PENGANGGURAN,KETIMPANGAN,IPM,PE
Kota Palangkaraya,2023,148.04,93.33,68.59,222.46,137.35,131.03,167.52,292.17,99.43,254.27,114.95,191.27,232.87,251.27,238.37,158.19,113.06,16.65,9.11,0.34,62.1,5.22
Kota Palangkaraya,2024,118.77,104.27,56.63,201.67,119.79,81.44,126.71,286.81,90.71,114.48,240.07,242.91,289.53,261.26,83.12,171.05,183.56,7.36,7.16,0.42,64.1,7.46
Kab. Kotabaru,2014,48.69,25.42,20.46,93.2,56.23,57.42,38.01,132.31,89.32,92.72,84.28,174.72,105.11,148.76,186.73,212.03,255.95,10.84,5.19,0.39,69.75,7.08
Kab. Kotabaru,2015,72.25,30.09,34.9,104.16,72.3,46.65,59.05,95.46,89.38,217.16,183.83,53.03,271.55,62.82,186.56,54.59,75.79,17.36,3.04,0.41,68.48,2.76
Kab. Kotabaru,2016,61.99,50.94,30.32,107.53,47.66,57.27,54.67,76.26,67.87,282.34,103.8,52.26,283.58,150.47,72.37,213.5,285.76,13.35,7.63,0.42,78.41,2.56
Kab. Kotabaru,2017,43.34,25.04,32.43,92.43,43.86,58.08,63.15,107.97,99.78,189.19,53.03,139.26,279.11,218.44,154.5,204.65,248.77,15.81,7.51,0.37,78.87,5.54
Kab. Kotabaru,2018,70.69,45.48,21.83,116.42,59.41,83.87,78.49,137.09,96.16,192.9,110.3,281.55,208.85,162.59,263.32,127.46,95.31,8.78,4.43,0.37,71.91,5.19
Kab. Kotabaru,2019,62.92,27.64,41.07,87.55,80.24,79.48,63.36,143.29,73.5,119.99,293.97,107.17,207.46,237.24,264.04,71.45,228.0,11.54,7.41,0.37,67.53,3.6
Kab. Kotabaru,2020,69.52,50.09,29.85,109.84,50.3,48.83,58.17,99.7,80.87,242.37,250.38,208.59,150.8,139.25,74.81,72.73,146.24,6.56,8.69,0.31,76.47,7.4
Kab. Kotabaru,2021,82.03,43.17,28.61,110.35,60.57,68.56,48.85,175.05,78.26,96.76,289.89,105.52,238.1,208.69,72.68,280.81,150.57,11.38,5.44,0.44,69.1,7.56
Kab. Kotabaru,2022,79.26,66.47,30.18,155.12,94.6,66.04,62.42,143.48,70.02,130.92,171.96,130.42,182.82,96.6,115.67,222.32,245.82,19.64,4.8,0.39,60.75,4.42
Kab. Kotabaru,2023,76.56,70.8,36.95,137.35,75.38,50.71,64.07,153.53,100.0,156.36,77.43,262.01,219.36,237.34,268.69,81.78,290.7,19.26,9.01,0.35,65.5,7.34
Kab. Kotabaru,2024,88.71,62.42,40.95,110.41,69.42,67.57,57.84,138.89,90.22,176.9,186.99,232.22,157.11,186.42,82.23,139.18,81.66,5.46,3.92,0.48,78.79,4.3
Kota Banjarbaru,2014,64.27,58.21,41.85,129.64,80.82,56.51,62.77,137.91,90.94,110.6,163.59,73.85,232.87,101.02,230.0,198.12,155.16,9.96,8.28,0.37,63.46,6.42
Kota Banjarbaru,2015,96.97,35.55,39.48,119.16,52.45,72.87,83.37,148.22,99.27,78.71,261.09,157.18,256.12,122.98,75.29,258.89,170.24,18.08,5.02,0.32,83.41,4.86
Kota Banjarbaru,2016,80.27,65.79,33.72,138.31,57.82,65.75,58.29,184.46,69.93,202.66,74.52,57.29,86.61,237.15,205.78,60.92,144.08,8.34,8.02,0.49,73.19,2.74
Kota Banjarbaru,2017,79.32,44.84,40.06,141.31,107.82,105.2,101.1,205.12,68.33,122.16,172.06,170.22,258.23,170.65,139.02,109.16,140.8,12.02,7.6,0.48,69.82,7.57
Kota Banjarbaru,2018,87.07,67.71,52.57,181.45,76.54,107.38,93.53,156.02,76.27,195.31,87.51,215.61,185.07,104.01,247.23,272.44,63.07,16.65,6.87,0.43,68.07,4.72
Kota Banjarbaru,2019,94.42,52.83,34.98,172.9,88.24,101.23,82.38,158.22,78.98,88.59,131.17,79.63,261.17,291.82,108.42,52.29,221.38,11.11,5.86,0.41,73.59,6.41
Kota Banjarbaru,2020,69.16,60.7,35.62,129.57,117.78,97.81,101.13,170.85,88.43,170.29,234.34,122.22,157.83,228.78,209.8,100.35,159.05,18.63,7.47,0.45,69.21,4.2
Kota Banjarbaru,2021,131.8,98.02,42.43,164.42,93.08,92.01,134.33,149.41,68.79,183.15,169.0,149.46,144.76,289.28,108.92,289.76,98.7,6.14,4.92,0.34,65.8,2.11
Kota Banjarbaru,2022,113.15,36.61,51.73,174.31,80.64,121.34,123.21,249.15,66.6,62.96,143.97,279.88,278.77,156.78,228.42,203.35,254.01,15.93,3.0,0.49,80.36,2.6
Kota Banjarbaru,2023,79.49,112.21,70.82,222.04,85.56,136.08,153.38,262.73,90.92,134.15,148.62,298.31,112.79,168.78,268.42,115.42,250.64,13.56,9.62,0.39,74.98,4.98
Kota Banjarbaru,2024,134.73,40.16,52.32,187.3,124.91,110.35,133.06,270.74,100.0,83.6,164.86,61.23,261.05,274.49,81.7,66.75,171.6,5.96,5.82,0.3,68.24,6.14
Kota Banjarmasin,2014,95.05,32.3,28.13,133.28,78.87,65.19,97.77,198.42,83.41,65.84,246.25,240.25,171.01,181.26,266.65,57.05,124.61,11.04,9.23,0.38,78.42,4.01
Kota Banjarmasin,2015,60.59,77.07,39.24,147.59,73.79,54.99,59.4,161.51,68.5,297.49,273.02,142.93,178.52,226.82,198.39,111.19,209.52,15.35,5.34,0.44,77.47,6.17
Kota Banjarmasin,2016,86.39,81.9,43.1,141.83,69.42,75.69,60.33,189.1,71.26,130.59,288.83,148.11,127.12,113.04,81.78,270.37,122.04,8.73,5.13,0.45,68.18,6.19
Kota Banjarmasin,2017,66.41,72.42,32.09,139.39,85.6,95.86,92.78,205.72,83.53,252.47,246.73,238.57,193.26,161.68,156.89,153.98,109.0,5.67,5.08,0.36,63.65,6.22
Kota Banjarmasin,2018,77.49,60.46,49.22,140.88,101.73,79.05,76.34,182.37,62.67,113.66,128.85,279.61,131.3,80.86,90.22,230.08,232.63,5.36,3.56,0.38,83.57,4.96
Kota Banjarmasin,2019,73.74,91.23,58.69,176.93,123.35,95.15,82.77,204.92,81.89,220.38,222.03,287.73,59.82,101.5,225.09,279.57,60.08,13.23,6.77,0.41,83.72,7.49
Kota Banjarmasin,2020,139.5,96.79,72.27,156.07,94.09,111.19,137.33,223.88,75.67,240.06,159.4,194.28,118.0,50.24,239.72,152.01,73.69,16.22,3.97,0.35,78.29,4.94
Kota Banjarmasin,2021,84.11,47.61,42.01,168.57,85.14,96.8,68.46,224.7,63.69,198.91,113.67,139.28,51.59,59.82,76.45,97.82,51.7,10.55,7.54,0.45,65.24,4.7
Kota Banjarmasin,2022,131.83,75.76,48.22,240.0,143.16,98.54,109.12,295.23,100.0,167.89,260.22,246.89,294.59,294.32,176.53,179.28,88.24,15.44,8.36,0.39,77.91,3.2
Kota Banjarmasin,2023,86.59,80.97,70.63,165.17,104.43,119.66,110.19,263.55,67.14,152.96,59.61,112.75,291.44,110.59,253.66,277.02,67.25,16.43,3.41,0.5,78.81,3.85
Kota Banjarmasin,2024,146.05,119.97,49.2,207.66,165.97,106.29,95.37,316.32,92.77,137.22,275.44,191.02,148.79,215.83,284.04,251.09,298.95,17.53,4.14,0.47,77.17,2.25
Kota Balikpapan,2014,143.07,69.96,64.76,252.53,154.36,182.01,180.57,318.81,78.19,282.38,165.37,139.64,232.09,259.77,178.38,66.46,122.2,16.71,4.34,0.31,81.84,5.8
Kota Balikpapan,2015,128.75,123.45,72.78,297.06,134.05,104.5,134.33,325.96,80.15,257.65,209.3,214.16,136.45,187.67,287.57,223.14,87.32,10.64,6.74,0.48,82.81,3.49
Kota Balikpapan,2016,157.99,113.36,105.3,324.01,133.49,186.6,148.9,217.86,66.02,291.26,214.84,110.1,217.77,88.29,183.92,192.97,110.25,5.14,6.22,0.4,60.56,3.82
Kota Balikpapan,2017,154.39,126.46,77.61,258.57,167.9,147.03,183.13,286.08,74.19,81.07,273.78,97.9,251.36,232.03,148.55,276.87,284.03,12.63,4.1,0.43,78.85,6.62
Kota Balikpapan,2018,163.72,63.67,89.13,252.57,170.39,169.26,214.64,345.56,70.49,232.72,209.17,279.56,286.69,200.06,262.05,80.62,180.04,13.74,5.81,0.49,79.43,3.96
Kota Balikpapan,2019,220.41,111.43,109.28,337.38,142.09,203.31,154.25,310.14,100.0,284.59,203.48,75.45,150.05,232.81,173.25,183.51,141.2,9.45,8.08,0.35,60.02,3.45
Kota Balikpapan,2020,162.62,83.94,85.92,330.46,204.94,145.04,273.62,476.57,89.7,95.31,66.66,176.49,245.82,242.44,167.98,269.87,268.35,9.85,5.23,0.39,75.66,3.01
Kota Balikpapan,2021,143.99,164.64,76.07,288.27,226.64,201.43,162.5,407.84,96.87,66.62,179.6,105.21,116.48,293.85,172.58,152.51,148.75,5.3,8.15,0.4,80.33,6.65
Kota Balikpapan,2022,314.14,229.88,123.33,384.99,238.98,275.66,307.32,393.77,93.33,235.28,87.54,59.73,297.58,193.39,261.7,170.5,133.75,18.77,8.71,0.5,82.01,2.78
Kota Balikpapan,2023,148.4,82.15,86.63,350.79,242.11,254.85,217.88,269.88,100.0,193.62,234.36,59.0,56.44,135.41,257.99,67.62,101.82,7.79,3.7,0.37,72.53,4.72
Kota Balikpapan,2024,166.66,83.94,101.78,304.56,184.8,176.45,241.74,300.26,85.59,260.46,178.06,93.81,200.88,212.12,150.88,119.54,144.45,12.75,8.15,0.41,83.23,5.04
Kota Bontang,2014,103.54,105.49,61.27,205.49,146.91,145.75,102.34,323.06,94.76,84.94,220.06,266.69,214.88,67.11,133.32,131.13,129.17,14.36,4.32,0.39,78.01,6.12
Kota Bontang,2015,139.61,82.27,80.55,294.04,167.25,107.52,146.13,378.33,61.97,248.82,60.42,120.62,222.01,274.35,172.98,286.28,219.33,6.42,9.92,0.49,61.96,5.8
Kota Bontang,2016,149.37,147.35,77.71,267.46,179.08,194.44,113.28,349.15,88.79,100.41,71.2,287.61,80.1,79.85,193.19,120.67,122.4,7.8,5.42,0.37,71.73,6.86
Kota Bontang,2017,117.99,68.79,55.05,263.2,208.24,118.87,207.37,369.37,70.41,90.91,229.08,195.41,284.63,131.96,109.58,165.22,194.3,14.56,7.52,0.47,62.67,2.27
Kota Bontang,2018,193.89,124.17,104.7,236.76,193.16,175.26,157.57,306.26,78.12,91.07,68.02,159.15,95.3,253.94,248.49,217.83,66.47,14.31,9.24,0.4,80.62,3.78
Kota Bontang,2019,128.0,65.19,61.03,276.35,155.26,199.46,202.35,244.02,67.24,253.64,67.81,195.02,205.69,199.33,171.62,90.55,97.82,8.32,4.92,0.41,63.61,3.68
Kota Bontang,2020,215.99,144.92,65.6,267.42,150.64,199.02,167.81,250.65,100.0,216.3,53.03,179.17,105.67,148.41,133.51,171.61,151.85,16.08,5.78,0.35,69.39,2.88
Kota Bontang,2021,172.35,95.2,89.73,259.1,227.45,150.26,133.95,424.41,100.0,180.77,289.13,239.69,126.8,168.36,76.71,234.63,284.24,16.61,8.7,0.4,65.13,3.74
Kota Bontang,2022,244.75,107.46,137.04,303.02,285.5,267.87,243.05,558.35,100.0,139.71,234.38,120.62,186.61,263.64,109.71,266.71,144.31,15.83,4.33,0.39,61.79,3.86
Kota Bontang,2023,230.33,117.24,87.97,343.25,247.61,138.55,183.23,306.37,88.47,269.3,138.31,138.26,154.3,135.0,287.32,206.56,216.02,15.43,3.74,0.43,67.15,5.13
Kota Bontang,2024,243.0,65.07,90.22,253.7,186.18,188.37,165.86,284.16,99.57,148.11,124.13,273.52,90.06,267.41,126.27,217.26,113.77,10.65,7.71,0.46,73.27,5.98
Kota Samarinda,2014,133.36,68.57,64.71,230.48,157.4,161.88,201.48,247.71,73.08,254.15,137.43,286.61,92.73,72.03,92.21,81.57,81.76,14.63,8.72,0.41,66.38,4.29
Kota Samarinda,2015,111.51,86.42,93.6,219.69,130.83,183.07,191.27,312.3,92.97,159.78,243.66,273.14,154.54,244.2,165.17,286.44,64.63,15.47,5.72,0.33,69.95,6.32
Kota Samarinda,2016,223.92,65.38,86.64,267.7,173.38,117.7,150.93,418.38,92.84,144.24,215.34,154.86,239.32,261.89,126.77,83.14,126.35,13.31,6.15,0.36,67.45,4.02
Kota Samarinda,2017,214.67,171.59,84.13,279.91,215.96,166.88,181.51,287.92,93.53,165.67,96.3,245.09,274.49,95.45,58.79,243.67,89.42,16.15,6.72,0.46,79.52,3.74
Kota Samarinda,2018,201.12,152.4,78.9,254.69,117.53,170.08,158.54,364.55,82.59,125.34,93.53,169.08,71.03,157.59,130.79,116.2,93.5,7.82,9.02,0.35,65.66,5.25
Kota Samarinda,2019,193.19,92.17,81.97,279.66,221.5,228.15,188.48,441.87,75.08,236.9,74.6,174.38,148.28,91.37,186.03,283.4,240.19,16.04,3.97,0.49,80.53,2.14
Kota Samarinda,2020,146.67,77.36,70.38,339.81,181.72,220.46,215.93,396.82,79.55,175.68,215.08,101.17,75.06,226.65,187.93,229.99,53.96,15.3,3.13,0.36,75.95,2.48
Kota Samarinda,2021,122.41,160.2,99.78,268.45,200.03,212.41,154.86,245.55,78.83,108.05,241.09,197.78,54.15,183.84,139.14,238.45,189.45,18.99,5.42,0.32,72.3,4.51
Kota Samarinda,2022,193.48,121.87,98.41,473.82,189.65,249.53,304.92,363.29,72.89,274.89,116.26,96.53,215.43,208.83,161.83,104.76,144.87,19.56,9.63,0.48,65.36,7.66
Kota Samarinda,2023,277.71,234.36,93.08,436.23,211.14,185.41,224.16,565.81,71.29,145.97,55.24,132.89,200.61,99.12,291.38,160.76,176.64,11.97,6.76,0.5,69.98,6.33
Kota Samarinda,2024,221.94,145.13,137.82,477.59,250.73,287.48,177.06,393.78,90.15,185.89,70.54,263.76,90.75,102.94,144.34,204.45,190.71,12.53,3.14,0.35,72.94,2.53
Kota Bitung,2014,46.33,32.84,29.46,80.94,43.29,59.07,54.61,73.44,84.78,276.62,291.97,101.77,108.45,60.37,114.56,242.49,128.34,6.96,7.73,0.41,79.74,7.08
Kota Bitung,2015,52.93,48.41,24.97,68.82,59.54,40.77,57.88,127.47,75.91,206.06,123.86,67.79,55.93,130.52,110.87,75.99,123.78,15.45,7.17,0.39,69.11,6.39
Kota Bitung,2016,54.19,41.44,27.8,72.81,49.48,59.34,48.87,101.78,81.74,79.22,242.31,67.25,258.74,189.94,164.44,290.59,233.35,16.57,7.63,0.38,82.39,5.67
Kota Bitung,2017,66.51,20.63,16.91,96.32,41.49,57.65,60.36,123.92,62.24,284.96,206.17,285.2,293.67,264.48,239.88,272.56,267.82,19.87,5.06,0.44,62.88,6.92
Kota Bitung,2018,66.59,31.26,28.67,90.22,59.31,71.09,38.04,113.43,76.96,206.93,145.48,176.73,83.86,216.73,101.5,117.59,98.15,17.95,6.37,0.32,74.01,4.42
Kota Bitung,2019,42.39,49.52,27.93,107.67,66.29,62.14,36.89,104.82,85.81,133.73,101.42,152.35,107.87,158.85,227.32,255.69,74.4,7.96,9.38,0.33,67.15,3.33
Kota Bitung,2020,50.49,28.37,31.95,83.48,42.29,54.84,68.76,124.27,88.27,84.82,80.35,252.72,267.1,288.28,55.29,179.58,274.45,11.34,6.96,0.37,83.4,5.07
Kota Bitung,2021,59.55,49.51,32.1,77.73,46.12,61.11,38.59,128.96,96.94,248.51,203.75,258.96,281.62,229.81,154.73,165.45,137.47,15.78,8.11,0.32,77.94,5.29
Kota Bitung,2022,83.27,24.63,23.26,107.92,52.25,70.87,87.2,126.57,99.91,205.02,243.66,133.05,154.91,282.54,243.97,128.61,187.83,17.67,3.0,0.33,60.76,5.23
Kota Bitung,2023,79.24,24.79,33.36,101.81,80.5,46.62,50.33,85.51,69.67,183.37,210.98,223.4,62.66,181.9,134.68,195.24,139.89,11.51,4.94,0.47,75.12,5.39
Kota Bitung,2024,73.52,28.4,34.67,143.95,88.08,90.87,87.5,105.87,93.29,273.47,182.58,242.78,59.85,114.73,190.93,232.47,81.45,8.41,3.02,0.36,62.72,7.69
Kota Manado,2014,91.69,61.1,47.41,100.46,49.51,81.26,63.06,122.62,69.74,247.15,60.49,213.66,193.49,63.21,101.24,152.73,197.33,9.96,4.89,0.4,71.0,7.41
Kota Manado,2015,85.97,45.59,32.15,111.33,69.35,89.52,90.28,171.34,63.17,87.92,292.12,87.9,148.22,231.52,235.5,207.3,181.29,8.51,7.12,0.41,72.11,7.25
Kota Manado,2016,80.7,57.64,46.4,114.12,94.65,61.45,57.7,213.8,74.59,127.93,249.68,268.97,57.16,80.33,63.07,224.83,100.75,19.35,3.42,0.39,64.66,6.81
Kota Manado,2017,102.71,81.41,45.86,132.1,89.98,73.63,107.18,209.93,80.5,112.12,123.21,184.77,195.81,125.69,263.14,227.78,162.97,13.37,5.27,0.36,60.84,7.66
Kota Manado,2018,90.51,51.49,45.9,175.89,70.18,115.92,118.41,242.95,72.93,235.99,294.99,120.62,52.83,183.12,99.55,62.99,249.24,10.96,4.52,0.37,68.32,2.59
Kota Manado,2019,90.63,55.07,52.6,114.59,92.69,99.41,99.21,212.7,94.74,58.38,200.47,156.31,246.84,191.1,268.6,264.94,197.61,15.94,9.49,0.37,72.58,3.59
Kota Manado,2020,55.41,40.73,30.29,124.38,64.77,56.6,105.07,110.96,75.85,192.47,195.61,59.39,126.61,200.15,138.13,164.56,74.23,16.04,4.07,0.48,82.32,4.97
Kota Manado,2021,115.71,34.97,68.67,199.12,131.13,114.81,93.05,262.05,91.19,240.61,237.02,81.97,60.06,91.56,230.67,115.6,187.01,9.37,6.94,0.32,83.05,7.08
Kota Manado,2022,73.55,63.53,52.96,157.27,73.98,60.1,105.5,238.39,78.73,269.19,252.94,241.39,197.09,144.93,129.81,110.44,225.68,17.15,6.22,0.48,70.25,5.03
Kota Manado,2023,105.73,67.83,63.53,180.87,94.25,90.06,74.28,226.65,72.72,135.52,214.12,50.0,149.42,204.3,276.48,170.75,248.18,8.45,4.04,0.43,77.03,6.49
Kota Manado,2024,121.44,112.59,78.2,226.74,132.1,105.3,160.16,205.82,72.41,255.31,82.02,154.14,293.45,292.45,81.66,271.71,207.28,8.04,6.1,0.31,84.46,2.83
Kota Tomohon,2014,88.65,53.38,27.63,139.86,91.88,75.85,94.08,131.38,88.36,77.66,134.57,180.63,186.05,231.91,94.63,144.59,88.16,8.32,4.13,0.37,81.18,3.51
Kota Tomohon,2015,79.19,62.37,49.27,128.35,66.9,112.94,92.63,226.94,83.05,261.61,282.02,63.66,118.81,280.65,173.26,237.43,227.54,10.07,7.92,0.34,66.53,6.39
Kota Tomohon,2016,77.81,39.37,37.23,120.04,100.51,87.99,64.52,138.18,99.5,81.87,106.15,293.27,227.36,240.55,70.48,74.2,219.34,6.54,7.29,0.32,78.86,2.99
Kota Tomohon,2017,71.15,79.19,48.93,118.05,103.71,85.02,105.17,182.32,93.83,149.32,143.04,106.53,117.87,197.93,99.0,169.01,56.11,15.23,9.95,0.35,75.6,4.11
Kota Tomohon,2018,66.25,32.79,35.67,168.84,99.88,99.01,65.77,187.29,64.06,249.32,158.02,126.05,276.06,98.01,285.94,297.92,152.94,18.87,5.78,0.42,79.5,3.59
Kota Tomohon,2019,108.6,97.07,49.73,206.49,88.65,91.51,75.28,256.7,100.0,87.48,159.85,125.99,143.68,216.67,294.12,242.61,133.24,11.26,4.6,0.35,82.53,4.1
Kota Tomohon,2020,118.12,84.86,56.05,181.85,145.64,85.59,107.85,204.47,97.15,107.31,203.23,107.6,187.47,205.84,144.06,102.63,217.35,12.47,6.2,0.4,63.5,6.25
Kota Tomohon,2021,90.16,49.66,38.64,200.49,103.59,118.05,125.37,243.74,71.41,230.56,285.77,50.37,62.64,200.62,280.82,175.36,104.03,12.06,5.72,0.38,76.0,4.21
Kota Tomohon,2022,138.35,102.85,43.79,159.83,121.98,97.36,76.21,282.61,88.01,230.01,110.17,232.34,156.53,172.45,186.21,108.41,197.72,8.4,9.5,0.44,79.07,5.33
Kota Tomohon,2023,85.16,70.47,40.44,159.07,91.18,80.01,83.16,246.81,100.0,210.29,80.38,291.71,258.09,182.16,117.44,152.39,278.3,7.51,3.2,0.43,84.4,2.6
Kota Tomohon,2024,83.77,80.16,71.38,208.48,121.5,98.48,115.46,163.43,77.56,223.49,99.37,106.07,251.41,133.61,225.6,245.02,249.45,15.18,8.08,0.49,66.51,6.83
Kota Kotamobagu,2014,17.7,13.38,6.19,23.45,15.68,13.8,19.29,30.56,91.22,185.68,271.73,215.76,106.08,179.83,214.73,242.81,280.36,16.99,7.06,0.45,68.32,4.22
Kota Kotamobagu,2015,14.14,11.61,6.73,27.46,14.62,14.05,21.82,25.74,93.36,112.95,211.45,235.47,106.52,99.39,297.28,107.03,294.63,16.81,9.89,0.3,77.48,5.89
Kota Kotamobagu,2016,11.55,10.02,10.74,22.33,17.62,16.66,20.79,24.06,87.22,136.42,121.48,262.11,254.33,251.29,116.26,280.56,52.67,15.22,7.76,0.43,83.56,6.35
Kota Kotamobagu,2017,13.05,12.17,8.76,28.94,18.18,17.34,17.94,49.59,86.37,95.4,253.99,155.66,282.6,96.44,218.01,198.14,205.69,6.33,9.46,0.4,75.59,3.26
Kota Kotamobagu,2018,18.05,12.34,9.35,31.5,25.54,24.26,14.71,29.4,84.67,277.11,265.34,125.73,73.84,71.24,63.01,144.98,153.21,11.42,3.69,0.42,63.59,7.31
Kota Kotamobagu,2019,13.13,10.64,10.93,32.37,25.78,24.42,17.71,27.25,93.06,195.85,261.63,131.32,162.51,159.06,78.41,175.48,264.96,17.68,9.38,0.46,63.2,5.7
Kota Kotamobagu,2020,19.3,18.78,14.63,34.29,29.27,20.09,30.32,39.31,70.21,150.21,279.73,228.16,134.36,214.58,50.98,201.27,112.95,19.3,3.37,0.44,73.3,4.57
Kota Kotamobagu,2021,17.01,16.76,8.28,35.49,17.42,27.19,14.3,33.36,65.04,165.5,113.06,254.19,267.67,159.43,299.87,189.97,295.26,8.63,5.9,0.35,72.28,3.09
Kota Kotamobagu,2022,28.03,17.68,8.91,44.1,19.09,29.24,20.46,46.4,88.51,286.82,238.76,95.4,70.88,119.19,250.57,171.6,203.43,10.26,9.01,0.33,74.14,7.65
Kota Kotamobagu,2023,22.22,18.31,9.35,32.42,25.12,19.82,19.38,41.13,73.19,88.34,165.13,142.74,102.78,189.54,246.68,176.23,248.38,15.34,3.75,0.46,70.89,6.53
Kota Kotamobagu,2024,23.03,11.31,7.09,33.96,24.24,24.34,25.24,48.16,88.76,196.56,260.5,275.49,238.12,136.75,177.43,94.1,71.4,5.03,5.66,0.46,69.16,3.25
Kota Palu,2014,73.8,75.93,40.63,133.25,107.99,80.74,63.71,163.6,99.51,176.47,232.12,251.67,62.82,283.22,125.02,253.18,95.86,17.21,8.44,0.46,77.7,4.03
Kota Palu,2015,104.22,77.99,33.42,119.24,110.57,104.57,105.96,211.15,88.25,202.86,244.11,296.21,173.13,280.66,87.82,185.44,239.6,13.13,7.52,0.41,61.28,6.86
Kota Palu,2016,91.92,70.08,45.88,152.15,71.55,78.08,70.76,146.02,78.39,54.53,214.04,238.56,160.53,175.59,121.17,82.77,55.5,19.59,4.07,0.35,74.76,6.17
Kota Palu,2017,72.98,81.82,56.45,141.5,81.5,122.56,115.46,214.75,90.08,268.03,94.36,148.3,133.6,131.97,143.99,241.54,254.22,6.23,5.93,0.41,64.69,6.59
Kota Palu,2018,102.79,53.12,57.17,182.36,84.98,118.05,70.85,235.97,66.19,283.03,186.26,197.66,148.64,234.28,239.08,283.11,53.49,7.29,3.58,0.43,71.8,4.65
Kota Palu,2019,101.14,58.4,55.67,182.21,99.75,125.66,130.55,274.96,91.71,191.28,296.17,215.25,182.49,59.18,184.92,286.83,214.28,19.59,4.87,0.44,69.86,6.3
Kota Palu,2020,108.82,110.13,63.73,217.68,135.29,140.3,133.77,215.16,72.45,224.16,284.35,69.61,90.34,168.69,69.37,142.25,141.27,8.78,5.59,0.3,73.1,4.32
Kota Palu,2021,111.49,107.75,69.86,158.02,100.06,104.09,99.45,262.93,68.58,280.62,60.79,186.12,193.0,134.08,54.51,83.88,202.87,12.86,7.0,0.47,80.15,3.27
Kota Palu,2022,113.36,61.87,42.82,135.59,98.37,89.65,82.78,224.18,70.83,226.81,91.2,227.33,251.36,280.13,75.58,179.6,224.01,16.54,4.71,0.31,81.22,5.8
Kota Palu,2023,124.14,72.26,42.35,143.96,64.66,79.17,72.91,206.63,72.78,88.13,82.93,91.83,240.04,53.0,152.62,78.15,135.62,7.5,6.7,0.42,67.45,7.86
Kota Palu,2024,68.47,34.75,57.4,153.02,118.58,94.51,95.91,199.74,67.89,194.07,231.49,245.16,88.47,188.2,283.3,283.5,76.99,15.7,4.91,0.32,73.9,3.86
Kota Palopo,2014,70.95,42.83,34.9,109.6,74.95,73.49,66.09,144.65,62.7,201.68,254.45,195.94,87.31,235.17,209.35,95.89,67.41,18.1,6.03,0.38,79.11,4.77
Kota Palopo,2015,48.67,63.27,23.42,124.9,79.93,88.76,47.91,145.14,69.87,156.03,103.38,288.06,117.04,171.25,250.46,113.19,197.23,11.42,5.31,0.32,74.07,6.04
Kota Palopo,2016,52.22,52.6,41.08,130.83,90.08,66.64,92.34,176.39,96.38,234.11,176.46,60.61,140.27,71.35,166.59,151.66,180.16,9.45,4.11,0.39,70.05,5.25
Kota Palopo,2017,79.37,62.66,37.84,105.51,93.15,65.66,98.82,112.07,82.5,283.59,260.18,116.33,152.11,293.12,140.42,145.79,235.55,19.37,3.64,0.35,61.16,7.06
Kota Palopo,2018,99.57,50.27,51.89,139.4,87.72,99.31,69.79,145.76,75.73,281.39,233.2,200.39,219.92,179.5,77.1,248.67,177.43,18.59,9.31,0.5,82.55,6.57
Kota Palopo,2019,89.42,44.61,48.81,121.22,76.19,75.01,64.81,105.42,100.0,162.71,185.56,124.14,64.17,203.55,268.98,164.08,155.61,18.43,8.62,0.33,79.42,2.35
Kota Palopo,2020,81.67,43.7,53.89,156.49,89.7,93.28,63.23,170.84,86.14,78.31,197.59,228.61,58.67,109.15,245.79,92.69,149.52,7.91,4.46,0.43,82.78,7.99
Kota Palopo,2021,68.14,64.81,52.78,155.05,105.43,86.69,98.83,128.63,80.26,296.21,177.09,239.75,147.98,170.87,92.03,116.8,56.61,10.22,5.73,0.4,83.23,6.51
Kota Palopo,2022,77.2,45.78,46.19,155.89,109.89,129.48,133.53,225.06,88.69,259.72,124.39,75.63,224.29,157.29,178.07,177.28,133.89,17.57,6.68,0.34,73.12,7.18
Kota Palopo,2023,111.07,45.89,43.61,150.7,124.91,92.05,111.88,223.21,72.54,81.17,191.26,178.46,98.36,68.72,171.84,86.86,294.01,8.98,7.0,0.48,71.88,5.91
Kota Palopo,2024,92.45,43.71,71.99,216.78,151.68,127.84,147.43,278.15,73.25,280.21,222.22,177.22,210.38,76.54,206.27,202.91,268.39,17.67,6.98,0.38,83.36,7.14
Kota Pare-pare,2014,68.38,50.35,34.77,96.84,88.99,68.3,75.13,107.73,63.87,267.47,268.33,142.32,114.96,259.37,286.55,191.44,132.34,5.05,4.72,0.44,62.48,2.67
Kota Pare-pare,2015,61.73,35.8,30.02,102.33,90.02,95.27,82.01,120.74,90.66,179.71,209.07,283.23,271.52,109.95,194.94,228.68,196.95,9.28,6.33,0.49,66.18,4.09
Kota Pare-pare,2016,76.76,42.55,38.82,110.45,95.92,66.3,92.01,113.94,87.95,197.82,240.28,256.88,273.92,98.74,185.05,284.43,261.82,19.33,4.35,0.48,80.24,7.26
